start_time_s,sampen,rev_rate,std,iqr,drowsy_flag
0.0,0.01792092622320878,6.266666666666667,0.09579647388374418,0.0026320945034967735,1
5.0,0.007473404184230234,6.033333333333333,0.07088882225263146,0.0016205942774831783,1
10.0,0.007472550428796703,6.233333333333333,0.07088349136717492,0.0023616928374394774,1
15.0,0.0074571561080820515,6.333333333333333,0.07091224224327518,0.0037951803242322057,1
20.0,0.007515020005290755,6.433333333333334,0.07092992237512917,0.0054306008387357,1
25.0,0.24334817357444213,6.166666666666667,0.0036867815465042937,0.005721979367081076,0
30.0,0.008653326653573074,6.7,0.07666606477916389,0.006598316773306578,1
35.0,0.018103425619919133,6.9,0.10228734555882919,0.008719355158973485,1
40.0,0.01897039953879114,6.766666666666667,0.10222012123961505,0.009003922052215785,1
45.0,0.019904678824890765,6.433333333333334,0.10221808069473771,0.007479312131181359,1
50.0,0.020423481480747015,6.666666666666667,0.10970190626750873,0.005272440073895268,1
55.0,0.03598243434420059,7.5,0.1249256192416103,0.006395731310476549,0
60.0,0.032480096450417856,7.4,0.12134043952782846,0.005021639561164193,0
65.0,0.020584840661112026,7.066666666666666,0.10314457345479884,0.002173502383811865,1
70.0,0.02046747673227795,7.533333333333333,0.10322353164077476,0.0015420822728628991,0
75.0,0.03152057010553804,8.333333333333334,0.12429217950378332,0.0026714189698395785,0
80.0,0.026968244173991754,8.433333333333334,0.11813861519086745,0.0046048497179072,0
85.0,0.013386980099728735,8.1,0.1007856006949912,0.004078059006133117,0
90.0,0.017201718568941864,8.1,0.10290283328988135,0.005511219530490052,0
95.0,0.017202934708690665,8.266666666666667,0.10290452614272168,0.0055144432071756455,0
100.0,0.017219572536473732,7.566666666666666,0.10292684484217043,0.0067435011733323336,0
105.0,0.012722387103790431,7.133333333333334,0.07291380424769953,0.005259977566311136,1
110.0,0.008973237016540516,6.566666666666666,0.07597799026140283,0.0040290569013450295,1
115.0,0.008966584791434718,6.866666666666666,0.09632688469421989,0.00418291799724102,1
120.0,0.01989838302355244,6.733333333333333,0.08081264477321896,0.0037964476359775286,1
125.0,0.020804211095053666,6.966666666666667,0.08069012497015876,0.004175956899416633,1
130.0,0.019927500022217555,6.933333333333334,0.0807009750545933,0.003966264630435035,1
135.0,0.019673188938619673,6.7,0.08068761862468571,0.0032994557695928957,1
140.0,0.01613182015075886,6.9,0.07903396713063547,0.0027175584400538355,1
145.0,0.016997621947579408,6.533333333333333,0.0959889836126856,0.0015180392365437,1
150.0,0.0074946070018913225,6.6,0.07260162828564914,0.0012527217040769756,1
155.0,0.007845126407808111,6.166666666666667,0.09379283559471396,0.0015744983102194963,1
160.0,0.014372288530396939,6.566666666666666,0.09947893592925576,0.0021278102140058763,1
165.0,0.014381476579850965,6.633333333333334,0.09945466865831164,0.0019181284806109034,1
170.0,0.01400521267317314,6.633333333333334,0.09948666781750114,0.0020804151536140125,1
175.0,0.010525497893030056,6.433333333333334,0.07142437509371613,0.0010417280573165044,1
180.0,0.008777911712645175,5.9,0.09203210305549368,0.001696853301837109,1
185.0,0.014873720768375337,6.3,0.0716978612594725,0.00234077000641264,1
190.0,0.00826914888120938,5.833333333333333,0.06275689726829192,0.001094732950150501,1
195.0,0.008275852653241928,5.833333333333333,0.0627748776928901,0.0012531162647064775,1
200.0,0.01604757834216187,6.133333333333334,0.09562655470408996,0.0018915349064627662,1
205.0,0.021055266134846845,6.766666666666667,0.09556992170389639,0.002816841795720393,1
210.0,0.015454053985710802,6.966666666666667,0.0761282565098759,0.00096951647719834,1
215.0,0.011004210284752555,6.4,0.07531521173683188,0.001047695186571218,1
220.0,0.010702500777069425,6.5,0.07534784246513823,0.0013398069786489941,1
225.0,0.012958643940980615,6.866666666666666,0.09692651975872657,0.001954708219273016,1
230.0,0.0199069805668798,6.866666666666666,0.05726259775340959,0.00265479035442695,1
235.0,0.023383454633637755,6.533333333333333,0.07816318054320072,0.0041041903459699824,1
240.0,0.02299179093044964,6.4,0.07810650849058402,0.003948201912862714,1
245.0,0.023159805775243448,6.533333333333333,0.07811270785018608,0.004089494774234481,1
250.0,0.023208861706672794,6.733333333333333,0.0781100177128763,0.0038832922291476275,1
255.0,0.012250172688093792,6.533333333333333,0.0575847718811449,0.0030495756072923537,1
260.0,0.02160251308446919,6.766666666666667,0.07850245776208943,0.003817294811597094,1
265.0,0.014065514197629718,6.866666666666666,0.05755531711361783,0.002896410849643871,1
270.0,0.014797116559236413,6.5,0.05759679348635353,0.004313009703764692,1
275.0,0.015418830605180454,6.966666666666667,0.05761474468849736,0.005341940384823828,1
280.0,0.016516520670190906,6.733333333333333,0.05766289758987272,0.006388159701600671,1
285.0,0.014182533312469377,6.7,0.08816068007247081,0.007643828168511391,1
290.0,0.009020452232822556,7.066666666666666,0.06319738336864522,0.006585905444808304,1
295.0,0.020342647376755934,7.166666666666667,0.09013832056009699,0.007964168267790228,1
300.0,0.020112041073899762,7.533333333333333,0.09013990031102835,0.006761185708455741,0
305.0,0.019660970663287664,7.1,0.0901014485335849,0.0044453096052166075,1
310.0,0.019370686360039753,7.5,0.0900745254379756,0.004246353666530922,0
315.0,0.012789496977911381,7.266666666666667,0.09410752050520632,0.003980843466706574,1
320.0,0.02129343386987487,6.7,0.09443721053771785,0.005035089096054435,1
325.0,0.010524717243980698,6.8,0.06910989894231959,0.002637659868923947,1
330.0,0.011562656996764053,6.633333333333334,0.1020414869023842,0.0030835106736049056,1
335.0,0.017088567939917292,7.2,0.1136766722541415,0.005620995361823589,1
340.0,0.023283971136497626,7.533333333333333,0.1215567053491833,0.0056275001261383295,0
345.0,0.01802777410205397,7.533333333333333,0.1004439656004855,0.002688631182536483,0
350.0,0.013514084214760417,7.0,0.10008036448914344,0.002441654840367846,1
355.0,0.022764219344581928,6.566666666666666,0.12488508129275508,0.0034927441156469285,1
360.0,0.018523203381633543,7.3,0.11499563395815723,0.004855126317124814,1
365.0,0.020433873818899873,6.933333333333334,0.11018748721519636,0.0051746507233474395,1
370.0,0.01778317528046853,6.433333333333334,0.10087107556607909,0.003997161955339834,1
375.0,0.017478771619891423,6.3,0.10085843612276085,0.0031485416329815052,1
380.0,0.017354368106532948,6.733333333333333,0.10085417439642871,0.002788073063129559,1
385.0,0.008143852736333043,6.666666666666667,0.09141152836718781,0.002045421344519127,1
390.0,0.010663374183184636,6.466666666666667,0.07208503215086523,0.0021703673992305994,1
395.0,0.018503282431581336,6.166666666666667,0.08134108549340931,0.002608426584629342,1
400.0,0.019309036085146565,6.166666666666667,0.08126904263150227,0.0027059812273364514,1
405.0,0.01987759142906718,6.4,0.08126081924668484,0.0029129744798410684,1
410.0,0.019730282774325484,6.333333333333333,0.08128763520243001,0.004005197813967243,1
415.0,0.017589173033489003,6.433333333333334,0.0640036778104557,0.004032188997371122,1
420.0,0.017320893369368547,6.433333333333334,0.09778444402863118,0.004532428167294711,1
425.0,0.008063355618836802,6.766666666666667,0.07477283674847182,0.00353207704029046,1
430.0,0.008846483737447284,6.733333333333333,0.0954674851350518,0.003763768007047474,1
435.0,0.018487057187605828,6.733333333333333,0.10621552264022534,0.005509946728125215,1
440.0,0.028630340799400557,7.1,0.11163822355824242,0.006818695110268891,1
445.0,0.029849194447678636,6.966666666666667,0.11162507565929845,0.004089583409950137,0
450.0,0.027950952861472658,6.6,0.07700823227720661,0.0030782916001044214,1
455.0,0.03984078150476144,6.666666666666667,0.0903445976509178,0.010798225135658868,0
460.0,0.03437920413978895,6.766666666666667,0.07726227229239811,0.0077364712342387065,0
465.0,0.02400606178602386,6.666666666666667,0.06525441237937393,0.006008265889249742,1
470.0,0.017082156372949395,6.0,0.05623641299357151,0.004341084975749254,1
475.0,0.018559183843713894,6.066666666666666,0.0562684524672072,0.006663361680693924,1
480.0,0.02119461279182681,5.933333333333334,0.05627992985840317,0.008084308996330947,1
485.0,0.27585047240076827,5.333333333333333,0.004689823144439499,0.007710071397013962,0
490.0,0.017950591248494064,4.966666666666667,0.05635688610076558,0.007746489834971726,1
495.0,0.01726532830820309,5.2,0.05631700941817043,0.007066285994369537,1
500.0,0.01673238422683118,5.033333333333333,0.056278894746062014,0.005932431493420154,1
505.0,0.020988372516675857,4.9,0.07512594995926113,0.006639828265178949,1
510.0,0.028460103793539762,5.133333333333334,0.07520043684700876,0.007111092942068353,1
515.0,0.02881356066728612,5.4,0.0751551018756694,0.007942681841086596,1
520.0,0.017787348982325448,5.666666666666667,0.054365869527955656,0.003727637173142284,1
525.0,0.01828256775129287,5.266666666666667,0.05432344336719489,0.0050776755379047245,1
530.0,0.01953765850639409,5.566666666666666,0.05437490622446207,0.006774513749405742,1
535.0,0.021742421434046876,5.766666666666667,0.05594243973465553,0.007294403156265616,1
540.0,0.015285834275120142,5.666666666666667,0.055842725674292305,0.005794522003270686,1
545.0,0.013496067443869015,5.3,0.0558446737049917,0.004327988048316911,1
550.0,0.0196805081349765,5.633333333333334,0.07588955237530182,0.005570271547185257,1
555.0,0.024579584154162577,5.733333333333333,0.0757878340872152,0.006800489252782427,1
560.0,0.02111653468163821,6.0,0.0759659105117347,0.007177181425504386,1
565.0,0.018355257589430757,5.7,0.055776626900938465,0.005579152726568282,1
570.0,0.02206107845860476,5.8,0.05581079123309761,0.007188635936472565,1
575.0,0.025300722823304547,6.1,0.055810964248331096,0.008686234301421791,1
580.0,0.3088972781721708,5.566666666666666,0.004959328862654506,0.008237701375037432,0
585.0,0.01842437435017261,5.9,0.056191139922456446,0.008218990755267441,1
590.0,0.01907585205602661,6.433333333333334,0.05602603753718248,0.007419016154017299,1
595.0,0.01807166739978707,6.766666666666667,0.05596712139811619,0.006566945812664926,1
600.0,0.01636377373820538,6.866666666666666,0.06980974797726715,0.004831022204598412,1
605.0,0.027815405696859686,6.8,0.0751814004235974,0.005651260376907885,1
610.0,0.03732631356882395,7.433333333333334,0.08671814305667422,0.016275084286462516,0
615.0,0.02398965315539491,7.5,0.07264300095482808,0.00388874811687856,0
620.0,0.022627522931479096,6.933333333333334,0.07271501673939071,0.0033249210900976323,1
625.0,0.02260710296484809,6.733333333333333,0.0727174192024717,0.003746190828678664,1
630.0,0.019551743243941346,6.766666666666667,0.10042119227855442,0.002928957634139806,1
635.0,0.013403113694271666,6.966666666666667,0.09511419615231977,0.0016656873194733632,1
640.0,0.007451717034498032,6.266666666666667,0.07615631428859893,0.0008470961038256064,1
645.0,0.007380350241529366,5.766666666666667,0.07608856960411899,0.000977045543550048,1
650.0,0.007381759631668363,5.4,0.07609547101650481,0.0013119779687258415,1
655.0,0.01328524776724882,5.733333333333333,0.09798529209160198,0.001630317186936736,1
660.0,0.011435530031011533,5.4,0.05773120994126039,0.0023957304074428976,1
665.0,0.01072631129063602,5.366666666666666,0.08783327593073063,0.0027618980675470084,1
670.0,0.016844489917871148,6.3,0.11195737287305436,0.004846295807510614,1
675.0,0.027324328347020303,6.533333333333333,0.12174751876747518,0.006102470797486602,1
680.0,0.027343512609109027,6.8,0.121736215299784,0.006102470797486602,1
685.0,0.02032745635288328,6.633333333333334,0.10272727318019788,0.004445810744073242,1
690.0,0.027804653554759494,7.4,0.12046140496832101,0.005807220819406211,1
695.0,0.0367208511748598,7.633333333333334,0.12192398920530746,0.008598771848483011,0
700.0,0.024325487994292933,7.066666666666666,0.10607772183088172,0.005608488674624823,1
705.0,0.018201001492901554,6.9,0.1080337381087686,0.0027825564320664853,1
710.0,0.024787484416848245,7.566666666666666,0.11698167494057723,0.004384055093396455,0
715.0,0.024767043109165568,7.533333333333333,0.1169838158109039,0.0039100376307033,0
720.0,0.019106242768004187,7.1,0.09363763383237027,0.0014115975936874747,1
725.0,0.011741817876683174,6.166666666666667,0.058770420463561616,0.001495714852353558,1
730.0,0.011629416176392123,6.066666666666666,0.08855429577296628,0.002086241831420921,1
735.0,0.015518820616731672,6.166666666666667,0.0855959964122391,0.0027774394839070737,1
740.0,0.01947372339888648,6.233333333333333,0.10336698425137655,0.0034497790911700577,1
745.0,0.02010833876105238,6.233333333333333,0.10331795209403473,0.0034348063927609473,1
750.0,0.019724474700427614,5.933333333333334,0.10335418032694345,0.0037406512565212324,1
755.0,0.019824018393067473,6.3,0.10337396208961275,0.0029160470003262162,1
760.0,0.016111444958273224,6.233333333333333,0.08983598918201342,0.003557216317858547,1
765.0,0.01640459273935504,6.466666666666667,0.10256222318628475,0.003681865520775318,1
770.0,0.00929369130615741,5.966666666666667,0.07262167813264575,0.0032285167108057067,1
775.0,0.01084109157457803,5.566666666666666,0.0726637730233356,0.005595852911937982,1
780.0,0.011715211384014185,5.9,0.09513428167179463,0.007447633775882423,1
785.0,0.021622590652359715,6.166666666666667,0.09929612006469056,0.009033491311129183,1
790.0,0.016937606749901444,6.7,0.09427208023644727,0.007908614352345467,1
795.0,0.01250534514143033,6.333333333333333,0.07123418503831123,0.0047132198815234005,1
800.0,0.011087180443142327,6.3,0.07120506585117987,0.00316254034260055,1
805.0,0.010762906746118855,6.366666666666666,0.07116825163296293,0.0023617803817614913,1
810.0,0.008120163508326108,6.0,0.03197547994640685,0.0017931083784787916,1
815.0,0.007437103316107995,5.866666666666666,0.0661386853613119,0.001997129278606735,1
820.0,0.015654166090920307,5.466666666666667,0.06616074473360249,0.003096241591265425,1
825.0,0.0156660434704524,5.633333333333334,0.06613657040297327,0.003518163022818043,1
830.0,0.015823648145193134,5.766666666666667,0.06614678078495566,0.004714663024060428,1
835.0,0.015803948605469197,6.166666666666667,0.06618427307306568,0.005564386083278805,1
840.0,0.021343578028754688,6.633333333333334,0.09351797739966321,0.006268439989071339,1
845.0,0.012064036678879259,6.4,0.10167158204076218,0.004021053668111563,1
850.0,0.016903797670422393,7.133333333333334,0.10184846677482964,0.0052622423972934484,1
855.0,0.018275640887147976,7.033333333333333,0.10188493713997394,0.008033857913687825,1
860.0,0.0188007534873953,6.966666666666667,0.10190336237142947,0.009311894129496068,1
865.0,0.018257739307523984,6.4,0.12142778783253025,0.010855521773919463,1
870.0,0.019211552508012576,6.533333333333333,0.10002905202040027,0.01053444785065949,1
875.0,0.03380845661613467,6.8,0.059477898082154784,0.0097564198076725,0
880.0,0.020339089833492304,6.233333333333333,0.05905859479626338,0.005991080717649311,1
885.0,0.017008384892299253,5.966666666666667,0.05895921166371085,0.004851369914831594,1
890.0,0.010681531666152978,5.8,0.09727526916243985,0.0049924959894269705,1
895.0,0.013495142460224293,6.833333333333333,0.07484285385671428,0.004344862507423386,1
900.0,0.007707528203723237,6.433333333333334,0.07429769579243924,0.0036997630959376693,1
905.0,0.014720072284546696,6.533333333333333,0.09611107200188489,0.004873229656368494,1
910.0,0.022810324501658274,6.666666666666667,0.11181179784869162,0.006617353064939379,1
915.0,0.022567698255847243,7.166666666666667,0.11180065703529486,0.005772136268205941,1
920.0,0.02216094583820477,7.366666666666666,0.07754031298892253,0.004130109533434734,1
925.0,0.02286036953980061,6.566666666666666,0.08350993399804275,0.0035220483459852403,1
930.0,0.03243856299461363,7.0,0.09118825044603189,0.008928323427426221,0
935.0,0.028638418084436613,7.1,0.09216336017125362,0.008034457409394236,1
940.0,0.027384632879305905,7.433333333333334,0.10874788306519259,0.0049280294952041,1
945.0,0.027253768566327437,7.466666666666667,0.10878250284773539,0.004697137308539823,0
950.0,0.027253768566327437,7.466666666666667,0.10877748927658228,0.004698244680184871,0
955.0,0.02009541719761736,7.166666666666667,0.10295308933156488,0.003031477564945817,1
960.0,0.012867866801915595,6.6,0.09247245900138669,0.0021446648170240223,1
965.0,0.01822757902457648,6.833333333333333,0.09238442520444376,0.002182967495173216,1
970.0,0.01761344261560581,6.333333333333333,0.07778307195120368,0.0024861469282768667,1
975.0,0.024167870415420054,6.466666666666667,0.07773210973388998,0.004033376360894181,1
980.0,0.024340969050264692,6.4,0.07773535608209915,0.004222094226861373,1
985.0,0.02492176079363721,6.6,0.07768703703177975,0.004439389405888505,1
990.0,0.024144529729451795,7.033333333333333,0.07769366876769071,0.005648426478728652,1
995.0,0.014582405426725972,6.666666666666667,0.09402055789687755,0.005371973617002368,1
1000.0,0.011574703582053751,6.833333333333333,0.07237710631511515,0.006015007209498435,1
1005.0,0.010257681508131293,6.4,0.0723482742243041,0.006923566746991128,1
1010.0,0.011564060057835309,6.333333333333333,0.07236554137395701,0.008247368910815567,1
1015.0,0.01517762076862911,6.833333333333333,0.09372895217026578,0.010203852434642613,1
1020.0,0.017541911668621395,6.966666666666667,0.10958867175685798,0.01153182634152472,1
1025.0,0.02525339457339546,6.933333333333334,0.07667067640028682,0.010462775302585214,1
1030.0,0.021089945663283,6.466666666666667,0.07646604552877953,0.007607349893078208,1
1035.0,0.01935695437723551,6.333333333333333,0.07644289443270698,0.0061246397672221065,1
1040.0,0.03128879831870832,6.8,0.08973389216363441,0.008012062491616234,0
1045.0,0.03512069140600298,6.866666666666666,0.09233395705732118,0.007916819442471024,0
1050.0,0.03256198793060533,6.866666666666666,0.10918986507137593,0.005638041591737419,0
1055.0,0.027011350008878818,7.433333333333334,0.10921885997231227,0.005294801638228819,1
1060.0,0.027248650973244245,7.566666666666666,0.1092131604169252,0.005296080838888884,0
1065.0,0.027792472570962744,7.766666666666667,0.10919702142874475,0.00534869110560976,0
1070.0,0.020615174535729575,7.2,0.09383808195159593,0.0053256436076480895,1
1075.0,0.019908859523722865,6.866666666666666,0.09670368494264385,0.005458204948808998,1
1080.0,0.020783446755144565,6.833333333333333,0.09398310622710045,0.00482736382400617,1
1085.0,0.020835271118298856,6.366666666666666,0.0939820006301678,0.005681343958713114,1
1090.0,0.03259230430579334,6.733333333333333,0.10949496972643276,0.00763295404613018,0
